num_layers,bidirectional,lstm_size,batch_size,learning_rate,dropout,auc_score
2,False,64,256,0.0001,0.4,0.64268008020658
2,False,64,256,0.001,0.2,0.6413798563515761
2,False,64,256,0.001,0.4,0.6395297506526916
2,False,64,512,0.0001,0.2,0.6400543052877958
2,False,64,512,0.0001,0.4,0.6376325551063781
2,False,64,512,0.001,0.2,0.6382336072924351
2,False,64,512,0.001,0.4,0.6419825970182184
2,True,16,128,0.0001,0.2,0.6392857652081446
2,True,16,128,0.0001,0.4,0.636229709153591
2,True,16,128,0.001,0.2,0.6377770609031195
2,True,16,128,0.001,0.4,0.643603725988868
2,True,16,256,0.0001,0.2,0.6356233101123479
2,True,16,256,0.0001,0.4,0.6397389815385285
2,True,16,256,0.001,0.2,0.6365131862829339
2,True,16,256,0.001,0.4,0.6388348001852077
2,True,16,512,0.0001,0.2,0.6410628910239622
2,True,16,512,0.0001,0.4,0.636790472316798
2,True,16,512,0.001,0.2,0.6402105366441561
2,True,16,512,0.001,0.4,0.6416296107714555
2,True,32,128,0.0001,0.2,0.6353946616997822
2,True,32,128,0.0001,0.4,0.6385619229617601
2,True,32,128,0.001,0.2,0.6360761981270623
2,True,32,128,0.001,0.4,0.6414517105809198
2,True,32,256,0.0001,0.2,0.6371420514964066
2,True,32,256,0.0001,0.4,0.6408607892783733
2,True,32,256,0.001,0.2,0.6419174029067382
2,True,32,256,0.001,0.4,0.6389545416000342
2,True,32,512,0.0001,0.2,0.6431226028265915
2,True,32,512,0.0001,0.4,0.6417341558610162
2,True,32,512,0.001,0.2,0.6326877459084363
2,True,32,512,0.001,0.4,0.6413914412044794
2,True,64,128,0.0001,0.2,0.6330591178326813
2,True,64,128,0.0001,0.4,0.6399432407870871
2,True,64,128,0.001,0.2,0.6378977403627156
2,True,64,128,0.001,0.4,0.6429633697269689
2,True,64,256,0.0001,0.2,0.6413135834886111
2,True,64,256,0.0001,0.4,0.6372744565156214
2,True,64,256,0.001,0.2,0.6374117393676377
2,True,64,256,0.001,0.4,0.6389631716119135
2,True,64,512,0.0001,0.2,0.6389697379253002
2,True,64,512,0.0001,0.4,0.6423166816628756
2,True,64,512,0.001,0.2,0.635969823850201
2,True,64,512,0.001,0.4,0.6341143712961302
